hpo_id,hpo_label_2013,hpo_label_2017,alt_id,facial_congenital,hpoName,2017_to_2013_alt
HP:0008640,Congenital macroorchidism,Congenital macroorchidism,,,Congenital macroorchidism,
HP:0008641,Oligomeganephronic renal hypoplasia,,,,Oligomeganephronic renal hypoplasia,
HP:0008643,Nephroblastomatosis,Nephroblastomatosis,,,Nephroblastomatosis,
HP:0008645,"Adult polycystic kidney disease, type iii",,,,"Adult polycystic kidney disease, type iii",
HP:0008646,Loss of renal function,,,,Loss of renal function,
HP:0008647,Pubertal developmental failure in females,Pubertal developmental failure in females,,,Pubertal developmental failure in females,
HP:0008648,Anteriorly displaced urethral meatus,Anteriorly displaced urethral meatus,,,Anteriorly displaced urethral meatus,
HP:0008651,Uric acid urolithiasis independent of gout,Uric acid urolithiasis independent of gout,,none,Uric acid urolithiasis independent of gout,
HP:0008652,Impotence due to autonomic dysfunction,Autonomic erectile dysfunction,,none,Impotence due to autonomic dysfunction,
HP:0008653,Necrotizing glomerulonephritis,Crescentic glomerulonephritis,,,Necrotizing glomerulonephritis,
HP:0008654,Tubulointerstitial nephropathy,,,,Tubulointerstitial nephropathy,
HP:0008655,Aplasia/Hypoplasia of the fallopian tube,Aplasia/Hypoplasia of the fallopian tube,,,Aplasia/Hypoplasia of the fallopian tube,
HP:0008656,Incomplete male pseudohermaphroditism,Incomplete male pseudohermaphroditism,,,Incomplete male pseudohermaphroditism,
HP:0008657,Sclerocystic ovaries,,,,Sclerocystic ovaries,
HP:0008659,Multiple small medullary renal cysts,Multiple small medullary renal cysts,HP:0005569HP:0100956,,Multiple small medullary renal cysts,
HP:0008660,Renotubular dysgenesis,Renotubular dysgenesis,,,Renotubular dysgenesis,
HP:0008661,Urethral stenosis,Urethral stenosis,,congenital abnormality,Urethral stenosis,
HP:0008662,Labia minora hypertrophy,,,,Labia minora hypertrophy,
HP:0008663,Congenital renal sarcoma,Renal sarcoma,,,Congenital renal sarcoma,
HP:0008664,Urethral sphincter sclerosis,Urethral sphincter sclerosis,,,Urethral sphincter sclerosis,
HP:0008665,Clitoral hypertrophy,Clitoral hypertrophy,HP:0000057HP:0008728,none,Clitoral hypertrophy,
HP:0008666,Impaired histidine renal tubular absorption,Impaired histidine renal tubular absorption,,,Impaired histidine renal tubular absorption,
HP:0008668,"Gonadal dysgenesis, male","Gonadal dysgenesis, male",,,"Gonadal dysgenesis, male",
HP:0008669,Impaired spermatogenesis,Abnormal spermatogenesis,,,Impaired spermatogenesis,
HP:0008670,Partial vaginal septum,Partial vaginal septum,,,Partial vaginal septum,
HP:0008671,Rapid loss of renal function,,,,Rapid loss of renal function,
HP:0008672,Calcium oxalate nephrolithiasis,Calcium oxalate nephrolithiasis,HP:0008700HP:0008725,,Calcium oxalate nephrolithiasis,
HP:0008673,Infantile polycystic kidneys,,,,Infantile polycystic kidneys,
HP:0008674,No secondary sexual characteristics at puberty,,,none,No secondary sexual characteristics at puberty,
HP:0008675,Enlarged polycystic ovaries,Enlarged polycystic ovaries,,,Enlarged polycystic ovaries,
HP:0008676,Congenital megaloureter,Congenital megaureter,,congenital abnormality,Congenital megaloureter,
HP:0008677,Congenital nephrosis,Congenital nephrotic syndrome,,,Congenital nephrosis,
HP:0008678,Renal hypoplasia/aplasia,Renal hypoplasia/aplasia,HP:0004744HP:0008701,,Renal hypoplasia/aplasia,
HP:0008680,Renal agenesis/dysgenesis,,,,Renal agenesis/dysgenesis,
HP:0008682,Renal tubular necrosis,Renal tubular epithelial necrosis,,,Renal tubular necrosis,
HP:0008683,Enlarged labia minora,Enlarged labia minora,HP:0008662HP:0008694,congenital abnormality,Enlarged labia minora,
HP:0008684,Aplasia/hypoplasia of the uterus,Aplasia/hypoplasia of the uterus,,congenital abnormality,Aplasia/hypoplasia of the uterus,
HP:0008687,Hypoplasia of the prostate,Hypoplasia of the prostate,,,Hypoplasia of the prostate,
HP:0008688,Genitourinary dysplasia,,,,Genitourinary dysplasia,
HP:0008689,Bilateral cryptorchidism,Bilateral cryptorchidism,HP:0008686,congenital abnormality,Bilateral cryptorchidism,
HP:0008691,Solitary bladder diverticulum,Solitary bladder diverticulum,,,Solitary bladder diverticulum,
HP:0008694,Hypertrophic labia minora,obsolete Hypertrophic labia minora,,,Hypertrophic labia minora,
HP:0008695,Transient nephrotic syndrome,Transient nephrotic syndrome,,,Transient nephrotic syndrome,
HP:0008696,Bilateral renal hamartomas,Renal hamartoma,,,Bilateral renal hamartomas,
HP:0008697,Hypoplasia of the fallopian tube,Hypoplasia of the fallopian tube,,,Hypoplasia of the fallopian tube,
HP:0008699,"Polycystic kidneys, potter type i",,,,"Polycystic kidneys, potter type i",
HP:0008700,Calcium oxalate urolithiasis,,,,Calcium oxalate urolithiasis,
HP:0008702,Absent internal genitalia,Absent internal genitalia,,,Absent internal genitalia,
HP:0008703,Gonadal calcification,Gonadal calcification,,,Gonadal calcification,
HP:0008705,Ureteral triplication,Ureteral triplication,,none,Ureteral triplication,
HP:0008706,Distal urethral duplication,Distal urethral duplication,,,Distal urethral duplication,
HP:0008707,Abnormal or absent scrotum,Absent scrotum,,,Abnormal or absent scrotum,
HP:0008708,Partial development of the penile shaft,Partial development of the penile shaft,,,Partial development of the penile shaft,
HP:0008709,Congenital absence of the vagina,,,,Congenital absence of the vagina,
HP:0008710,Small external genitalia,,,non-facial dysmorphism,Small external genitalia,
HP:0008711,Benign prostatic hyperplasia,Benign prostatic hyperplasia,,none,Benign prostatic hyperplasia,
HP:0008713,Genitourinary tract malformation,,,,Genitourinary tract malformation,
HP:0008714,Ureterovesical stenosis,Ureterovesical stenosis,,,Ureterovesical stenosis,
HP:0008715,Testicular dysgenesis,Testicular dysgenesis,,none,Testicular dysgenesis,
HP:0008716,Urethrovaginal fistula,Urethrovaginal fistula,,,Urethrovaginal fistula,
HP:0008717,Unilateral renal atrophy,Unilateral renal atrophy,,none,Unilateral renal atrophy,
HP:0008718,Unilateral renal dysplasia,Unilateral renal dysplasia,,congenital abnormality,Unilateral renal dysplasia,
HP:0008720,Primary testicular failure,Primary testicular failure,,,Primary testicular failure,
HP:0008721,Hypoplastic male genitalia,,,congenital abnormality,Hypoplastic male genitalia,
HP:0008722,Urethral diverticulum,Urethral diverticulum,,congenital abnormality,Urethral diverticulum,
HP:0008723,"Gonadal dysgenesis with female appearance, male","Gonadal dysgenesis with female appearance, male",,,"Gonadal dysgenesis with female appearance, male",
HP:0008724,Hypoplasia of the ovary,Hypoplasia of the ovary,,congenital abnormality,Hypoplasia of the ovary,
HP:0008725,Oxalate nephrolithiasis,,,,Oxalate nephrolithiasis,
HP:0008726,Hypoplasia of the vagina,Hypoplasia of the vagina,HP:0011938,,Hypoplasia of the vagina,
HP:0008727,Idiopathic nephrotic syndrome,,,,Idiopathic nephrotic syndrome,
HP:0008729,Absence of labia majora,Absence of labia majora,,,Absence of labia majora,
HP:0008730,Female external genitalia in males,"Female external genitalia in individual with 46,XY karyotype",HP:0008719,,Female external genitalia in males,
HP:0008731,Poor bladder function,,,,Poor bladder function,
HP:0008732,Renal hypophosphatemia,Renal hypophosphatemia,,,Renal hypophosphatemia,
HP:0008733,Dysplastic testes,Dysplastic testes,,,Dysplastic testes,
HP:0008734,Decreased testicular size,Decreased testicular size,HP:0000043,congenital abnormality,Decreased testicular size,
HP:0008735,"Hypoplastic, bicornuate uterus",,,,"Hypoplastic, bicornuate uterus",
HP:0008736,Hypoplasia of penis,Hypoplasia of penis,HP:0008632,congenital abnormality,Hypoplasia of penis,
HP:0008737,Nonsyndromal diffuse cystic renal dysplasia,,,,Nonsyndromal diffuse cystic renal dysplasia,
HP:0008738,Partially duplicated displaced kidney,Partially duplicated kidney,,congenital abnormality,Partially duplicated displaced kidney,
HP:0008739,Labial pseudohypertrophy,Labial pseudohypertrophy,,,Labial pseudohypertrophy,
HP:0008740,Longitudinal vaginal septum,Longitudinal vaginal septum,HP:0008698,,Longitudinal vaginal septum,
HP:0008741,Hypertension due to renal artery hyperplasia,,,,Hypertension due to renal artery hyperplasia,
HP:0008742,Prominent prostate median bar,Prominent prostate median bar,,,Prominent prostate median bar,
HP:0008743,Coronal hypospadias,Coronal hypospadias,,congenital abnormality,Coronal hypospadias,
HP:0008744,Abnormality of the aryepiglottic fold,Abnormality of the aryepiglottic fold,,,Abnormality of the aryepiglottic fold,
HP:0008745,Vocal cord paresis in severe cases,,,,Vocal cord paresis in severe cases,
HP:0008746,Bifid or hypoplastic epiglottis,,,,Bifid or hypoplastic epiglottis,
HP:0008747,Cartilaginous ossification of larynx,Cartilaginous ossification of larynx,,,Cartilaginous ossification of larynx,
HP:0008749,Laryngeal hypoplasia,Laryngeal hypoplasia,HP:0005935,,Laryngeal hypoplasia,
HP:0008750,Laryngeal atresia,Laryngeal atresia,,,Laryngeal atresia,
HP:0008751,Laryngeal cleft,Laryngeal cleft,,congenital abnormality,Laryngeal cleft,
HP:0008752,Laryngeal cartilage malformations,Laryngeal cartilage malformation,HP:0008375,,Laryngeal cartilage malformations,
HP:0008753,Aplasia of the epiglottis,Aplasia of the epiglottis,,,Aplasia of the epiglottis,
HP:0008754,Laryngeal calcifications,Laryngeal calcification,HP:0008748,,Laryngeal calcifications,
HP:0008755,Laryngotracheomalacia,Laryngotracheomalacia,,congenital abnormality,Laryngotracheomalacia,
HP:0008756,Bowing of the vocal cords,Bowing of the vocal cords,,,Bowing of the vocal cords,
HP:0008757,Unilateral vocal cord paralysis,Unilateral vocal cord paralysis,,,Unilateral vocal cord paralysis,
HP:0008758,Stereotypical motor behaviors,,,none,Stereotypical motor behaviors,
HP:0008759,Perseverative behavior,,,,Perseverative behavior,
HP:0008760,Violent behavior,Violent behavior,,none,Violent behavior,
HP:0008762,Repetitive compulsive behavior,Repetitive compulsive behavior,,none,Repetitive compulsive behavior,
HP:0008763,No social interaction,No social interaction,,none,No social interaction,
HP:0008765,Auditory hallucinations,Auditory hallucinations,HP:0000714,none,Auditory hallucinations,
HP:0008767,Self-mutilation of tongue and lips due to involuntary movements,Self-mutilation of tongue and lips due to involuntary movements,,,Self-mutilation of tongue and lips due to involuntary movements,
HP:0008768,Inappropriate sexual behavior,Inappropriate sexual behavior,,none,Inappropriate sexual behavior,
HP:0008769,Dull facial expression,,,none,Dull facial expression,
HP:0008770,Obsessive-compulsive trait,Obsessive-compulsive trait,HP:0008761,none,Obsessive-compulsive trait,
HP:0008771,Aplasia/Hypoplasia of the ear,Aplasia/Hypoplasia of the ear,,,Aplasia/Hypoplasia of the ear,
HP:0008772,Aplasia/Hypoplasia of the external ear,Aplasia/Hypoplasia of the external ear,,congenital abnormality,Aplasia/Hypoplasia of the external ear,
HP:0008773,Aplasia/Hypoplasia of the middle ear,Aplasia/Hypoplasia of the middle ear,HP:0008533HP:0008548,congenital abnormality,Aplasia/Hypoplasia of the middle ear,
HP:0008774,Aplasia/Hypoplasia of the inner ear,Aplasia/Hypoplasia of the inner ear,,,Aplasia/Hypoplasia of the inner ear,
HP:0008775,Abnormality of the prostate,Abnormal prostate morphology,,,Abnormality of the prostate,
HP:0008776,Abnormality of the renal artery,Abnormal renal artery morphology,,,Abnormality of the renal artery,
HP:0008777,Abnormality of the vocal cords,Abnormal vocal cord morphology,,,Abnormality of the vocal cords,
HP:0008779,Hypoplastic femoral neck,,,,Hypoplastic femoral neck,
HP:0008780,Congenital bilateral hip dislocation,Congenital bilateral hip dislocation,,none,Congenital bilateral hip dislocation,
HP:0008781,"Short, wide femoral neck",,,,"Short, wide femoral neck",
HP:0008782,"Wide, deformed femoral neck",,,,"Wide, deformed femoral neck",
HP:0008783,"Enlarged, irregular proximal femoral metaphyses",Wide proximal femoral metaphysis,HP:0008790,,"Enlarged, irregular proximal femoral metaphyses",
HP:0008784,"Flat, wide capital femoral epiphyses",Wide capital femoral epiphyses,,,"Flat, wide capital femoral epiphyses",
HP:0008785,Delayed ossification of pubic rami,Delayed ossification of pubic rami,,,Delayed ossification of pubic rami,
HP:0008786,"Irregular, lacy iliac crests",Iliac crest serration,HP:0008825,,"Irregular, lacy iliac crests",
HP:0008787,Congenital hip dysplasia,,,congenital abnormality,Congenital hip dysplasia,
HP:0008788,Delayed pubic bone ossification,Delayed pubic bone ossification,HP:0008795HP:0008827,,Delayed pubic bone ossification,
HP:0008789,Cone-shaped capital femoral epiphysis,Cone-shaped capital femoral epiphysis,,,Cone-shaped capital femoral epiphysis,
HP:0008790,Widened proximal femoral metaphyses,,,,Widened proximal femoral metaphyses,
HP:0008792,Small flat capital femoral epiphyses,,,,Small flat capital femoral epiphyses,
HP:0008794,Dysplastic iliac wings,Dysplastic iliac wings,,,Dysplastic iliac wings,
HP:0008795,Delayed mineralization of pubic bone,,,,Delayed mineralization of pubic bone,
HP:0008796,Externally rotated hips,Externally rotated hips,,none,Externally rotated hips,
HP:0008797,Early ossification of capital femoral epiphyses,Early ossification of capital femoral epiphyses,,,Early ossification of capital femoral epiphyses,
HP:0008798,"Widened, small sacrosciatic notches",Widened greater sciatic notch,HP:0010457,,"Widened, small sacrosciatic notches",
HP:0008800,Limited hip movement,Limited hip movement,,none,Limited hip movement,
HP:0008801,Hypoplasia of the lesser trochanter,Hypoplasia of the lesser trochanter,,,Hypoplasia of the lesser trochanter,
HP:0008802,Hypoplasia of the femoral head,Hypoplasia of the femoral head,HP:0008831,,Hypoplasia of the femoral head,
HP:0008803,Narrow sacroiliac notch,obsolete Narrow sacroiliac notch,,,Narrow sacroiliac notch,
HP:0008804,Broad femoral heads and necks,Broad femoral head,,,Broad femoral heads and necks,
HP:0008806,"Small, irregular proximal femoral epiphyses",,,,"Small, irregular proximal femoral epiphyses",
HP:0008807,Acetabular dysplasia,Acetabular dysplasia,HP:0008799,,Acetabular dysplasia,
HP:0008808,"High, narrow iliac wings",High iliac wings,HP:0008778,,"High, narrow iliac wings",
HP:0008810,Limited hip abduction/extension,,,,Limited hip abduction/extension,
HP:0008811,Flattened femoral epiphyses,,,,Flattened femoral epiphyses,
HP:0008812,Flattened femoral head,Flattened femoral head,,congenital abnormality,Flattened femoral head,
HP:0008814,"Broad, hypoplastic ischia",,,,"Broad, hypoplastic ischia",
HP:0008815,Narrow sacroiliac notches in infancy,,,,Narrow sacroiliac notches in infancy,
HP:0008816,Hypoplastic pelvic bones,,,,Hypoplastic pelvic bones,
HP:0008817,Aplastic pubic bones,Aplastic pubic bones,,congenital abnormality,Aplastic pubic bones,
HP:0008818,"Large, flared iliac wings",Large iliac wings,,,"Large, flared iliac wings",
HP:0008819,"Narrow, short femoral neck",Narrow femoral neck,,,"Narrow, short femoral neck",
HP:0008820,Absent ossification of capital femoral epiphysis,Absent ossification of capital femoral epiphysis,,,Absent ossification of capital femoral epiphysis,
HP:0008821,Hypoplastic inferior ilia,Hypoplastic inferior ilia,,,Hypoplastic inferior ilia,
HP:0008822,Hypoplastic ishchiopubic rami,Hypoplastic ischiopubic rami,,,Hypoplastic ishchiopubic rami,
HP:0008823,Hypoplastic inferior pubic rami,Hypoplastic inferior pubic rami,,,Hypoplastic inferior pubic rami,
